,word,importance_norm,true_label,abstract_text,predicted_proba,doi,abstract_text_len,avg_predict_proba,global_avg_importance,importance_scaled,global_avg_importance_scaled,global_lime_importance_scaled,global_homogeneity_importance_scaled,is_inconsistent,importance_diff
653,epitope,0.5143191815574834,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.95248842823216,10.1371/journal.pone.0128190,139.0,0.95248842823216,0.5161954626934011,0.5346402589008106,0.6687187504131482,0.1943215070947778,0.0368435687717808,False,-0.002
654,cancer,0.5135373698100619,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.75528064276272,10.1371/journal.pone.0128190,139.0,0.75528064276272,0.5107534444196745,0.5327465690819924,0.625623155484591,0.2253884166998359,0.1923024019197347,False,0.003
655,present,0.4897341176757166,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.0789796225829194,10.1371/journal.pone.0128190,139.0,0.0789796225829194,0.4892771276899579,0.4880673316798662,0.4555512079482082,0.2450292771987951,0.0040553122750302,False,0.0
656,cell,0.5101639337645719,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.8903939435970769,10.1371/journal.pone.0128190,139.0,0.8903939435970768,0.5145843198315485,0.5245754952718984,0.6559600354191821,0.69656860305035,0.1075180891114535,False,-0.004
657,affinity,0.5099303298861402,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.9552056486177972,10.1371/journal.pone.0128190,139.0,0.9552056486177972,0.5092480509637936,0.5240096643187544,0.6137018749376364,0.147356415444445,0.0262465690320606,False,0.001
658,healthy,0.4901106536721906,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.0503298457284343,10.1371/journal.pone.0128190,139.0,0.0503298457284343,0.4897436915840569,0.4885051681847901,0.4592459490492175,0.1537374630848043,0.0007949245952033,False,0.0
659,glycan,0.5087026560620467,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.9496819420407248,10.1371/journal.pone.0128190,139.0,0.9496819420407248,0.5121893495922767,0.5210360157017013,0.6369941550957168,0.060020772445431,0.0112475490464698,False,-0.003
660,demonstrated,0.4920551404135631,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.002507466123989,10.1371/journal.pone.0128190,139.0,0.002507466123989,0.4885741425580258,0.4907662196823522,0.4499842361074839,0.4936157732376337,0.1002724707173223,False,0.003
661,evidenced,0.492824599627799,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.0038299241198896,10.1371/journal.pone.0128190,139.0,0.0038299241198895,0.490120862964029,0.4916609477726208,0.4622327866878191,0.1066059697919831,0.0391636234683625,False,0.003
662,branch,0.4928932920615089,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.002791882330406,10.1371/journal.pone.0128190,139.0,0.002791882330406,0.4888900403649089,0.4917408234163093,0.452485845480973,0.0947988432786403,0.0175091459096622,False,0.004
663,novel,0.5069524786331004,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.9894789891107604,10.1371/journal.pone.0128190,139.0,0.9894789891107604,0.5102782167167115,0.5167967686076889,0.6218598052796493,0.6838472622887473,0.0107012826134298,False,-0.003
664,disease,0.5060276196681832,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.823135620290954,10.1371/journal.pone.0128190,139.0,0.823135620290954,0.5100357976971841,0.5145565924892268,0.6199400778287205,0.7037422954863828,0.1315479626209137,False,-0.004
665,tissue,0.5051373759122979,0.0,cell surface glycoconjugates present alteration structure chronic disease distinct oligosaccharide epitope associated cancer among truncated glycans present terminal non-reducing glcnac residue rare healthy tissue lectin unconventional source fungi provide novel marker bind specifically epitope availability may challenging lectin fruiting body fungus pvl produced good yield bacterial culture strong specificity terminal glcnac residue evidenced glycan array affinity value obtained surface plasmon resonance demonstrated micromolar affinity epitope biantennary n-glycans capped branch crystal structure pvl complexed established structural basis specificity labeling several type cancer cell use inhibitor glycan metabolism indicated bind terminal glcnac also sialic acid neu5ac analysis glycosyltransferase expression confirmed higher amount glcnac present cancer cell binding specific cancer tissue weak labeling observed healthy one except stomach gland present unique mucin lung breast colon carcinoma clear delineation could observed cancer region surrounding healthy tissue pvl therefore useful tool labeling cancer disease,0.725599691720736,10.1371/journal.pone.0128190,139.0,0.725599691720736,0.5078988508015009,0.5124002606838443,0.6030174963216326,0.1433538618814428,0.1368700985029233,False,-0.003
666,spontaneous,0.3394717493209215,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.000207259322584,10.1016/j.idcr.2020.e00806,27.0,0.000207259322584,0.4837225910542523,0.3133420708863594,0.4115645748962984,0.1187808583597572,0.2865108463482664,True,-0.144
667,ct,0.520619083775421,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.9395611901461748,10.1016/j.idcr.2020.e00806,27.0,0.9395611901461748,0.5144158891663888,0.5498997644390773,0.6546262251755972,0.2285125609288667,0.011602578836568,False,0.006
668,chest,0.5190324793585377,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.8904177243948332,10.1016/j.idcr.2020.e00806,27.0,0.8904177243948332,0.5102589173487102,0.5460567208411093,0.6217069726899882,0.1640606691545965,0.0693066046978659,False,0.009
669,occurrence,0.4820334036293288,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.0293472303350215,10.1016/j.idcr.2020.e00806,27.0,0.0293472303350214,0.4894009756054721,0.4791129322198872,0.4565319653310919,0.1203269688131564,0.0161741643088319,False,-0.007
670,found,0.4826282847666721,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.0276931687517993,10.1016/j.idcr.2020.e00806,27.0,0.0276931687517993,0.4886313578127157,0.4798046607145295,0.4504373263611043,0.4188484837054992,0.0148511427196968,False,-0.006
671,day,0.5167412386657564,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.8742397147321748,10.1016/j.idcr.2020.e00806,27.0,0.8742397147321748,0.5090099526283325,0.5405069204106443,0.6118163631840781,0.3500350132873021,0.0955257235352477,False,0.008
672,infection,0.5128109779651632,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.7656592943100927,10.1016/j.idcr.2020.e00806,27.0,0.7656592943100927,0.5094415857835096,0.5309871163164201,0.615234486144645,0.6225406585995286,0.2299798490133221,False,0.003
673,management,0.4875099387683776,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.0613231909778215,10.1016/j.idcr.2020.e00806,27.0,0.0613231909778215,0.4882923529511119,0.4854810537987761,0.4477527311503491,0.2992952900448186,0.0370754601380157,False,-0.001
674,clinical,0.5121554133284969,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.7947185450924878,10.1016/j.idcr.2020.e00806,27.0,0.7947185450924878,0.5082032390287573,0.5293992198923427,0.6054279608006286,0.4251375970466938,0.2785003641898071,False,0.004
675,cov,0.5120324765891361,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.9944407871717934,10.1016/j.idcr.2020.e00806,27.0,0.9944407871717934,0.5116304690768487,0.5291014448173914,0.6325683543918443,0.5746713455714003,0.220529861538711,False,0.0
676,sars,0.5113326240110538,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.9885220520852744,10.1016/j.idcr.2020.e00806,27.0,0.9885220520852744,0.5176970909038424,0.5274062749684358,0.6806102138069599,0.741966416077882,0.3388007636114766,False,-0.006
677,discus,0.4896818195833554,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.0927163979930172,10.1016/j.idcr.2020.e00806,27.0,0.0927163979930172,0.4886613463447055,0.4880065193958134,0.4506748069357971,0.1808787201023944,0.1013092837327726,False,0.001
678,case,0.509982555474062,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.7294015270461748,10.1016/j.idcr.2020.e00806,27.0,0.7294015270461748,0.5073005515346221,0.5241361641628095,0.598279536698096,0.3566400857538032,0.220710063133269,False,0.003
679,outcome,0.4905091127148585,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.1028248791895084,10.1016/j.idcr.2020.e00806,27.0,0.1028248791895084,0.4895091345335025,0.4889684968339252,0.4573884808949606,0.2546143757620352,0.0007505430232883,False,0.001
680,pneumonia,0.5093920510034425,1.0,report case year old female admitted management infection sars-cov-2 chest ct found spontaneous pneumomediastinum resorbed day good clinical outcome discus mechanism underlying occurrence spontaneous pneumomediastinum covid-19 pneumonia,0.7029390158066355,10.1016/j.idcr.2020.e00806,27.0,0.7029390158066355,0.5094879568925241,0.5227058552583106,0.615601701106073,0.1699990386450807,0.0624263632412482,False,-0.0
681,assessed,0.3541352631026536,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.0027742958200821,10.1001/jamainternmed.2020.1369,13.0,0.0027742958200821,0.4897445822992384,0.3303928221670314,0.4592530026640213,0.3619377543854755,0.1436347915177404,True,-0.136
682,coronavirus,0.5498988188936089,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.9888954939032266,10.1001/jamainternmed.2020.1369,13.0,0.9888954939032264,0.5126984986282798,0.6208205922136445,0.64102612990914,0.9452490028355652,0.1215337821188779,False,0.037
683,action,0.4632843267547285,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.1129517877345943,10.1001/jamainternmed.2020.1369,13.0,0.1129517877345943,0.4892841257399181,0.4573114833114221,0.4556066258301787,0.099656801816448,0.0016967735710276,False,-0.026
684,study,0.4633520584847337,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.1099565475610829,10.1001/jamainternmed.2020.1369,13.0,0.1099565475610829,0.4889898999231558,0.4573902418476992,0.4532766379508786,0.550413049845708,0.0068040895920889,False,-0.026
685,symptom,0.5343941454311807,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.964447300111278,10.1001/jamainternmed.2020.1369,13.0,0.964447300111278,0.5123651794246981,0.5832654616125235,0.6383865596877727,0.4604399882756348,0.0402878588184391,False,0.022
686,public,0.5259440218451024,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.9357096198969684,10.1001/jamainternmed.2020.1369,13.0,0.9357096198969684,0.5114409747830263,0.5627977300192208,0.6310677402966527,0.4101799815235634,0.1751216948751704,False,0.015
687,pandemic,0.5247604894501733,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.929109805738365,10.1001/jamainternmed.2020.1369,13.0,0.929109805738365,0.5125415619627688,0.5599309999478055,0.6397833411814813,0.6760909792447773,0.2541436326308987,False,0.012
688,disease,0.5110084441531273,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.823135620290954,10.1001/jamainternmed.2020.1369,13.0,0.823135620290954,0.5100357976971841,0.5266210525687389,0.6199400778287205,0.7037422954863828,0.1315479626209137,False,0.001
689,individual,0.5066912561680484,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.7587848620002817,10.1001/jamainternmed.2020.1369,13.0,0.7587848620002817,0.5076328210227287,0.5161640404296497,0.600910794173966,0.1973206727749792,0.1281976291507089,False,-0.001
690,response,0.4938141781304442,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.5668277748158363,10.1001/jamainternmed.2020.1369,13.0,0.5668277748158363,0.5063784489127067,0.4928116308334793,0.5909773632988489,0.151606921010915,0.2546574910359548,False,-0.013
691,survey,0.5046532307264772,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.733786578327512,10.1001/jamainternmed.2020.1369,13.0,0.733786578327512,0.5063964005352346,0.511227573253344,0.591119523029644,0.1284761510021122,0.2136406290962105,False,-0.002
692,concern,0.5043719332760606,1.0,survey study assessed public concern symptom coronavirus disease 2019 individual action response pandemic,0.7308079777601828,10.1001/jamainternmed.2020.1369,13.0,0.7308079777601828,0.5070305843322416,0.5105462198205382,0.5961416539103896,0.0736531784103444,0.0942622787881632,False,-0.003
693,examines,0.3477532593189336,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.0004619995238196,10.1001/jamanetworkopen.2020.9961,13.0,0.0004619995238196,0.4789657677689602,0.3229718205702597,0.3738950708375959,0.1586509937020965,0.1113770587058846,True,-0.131
694,n95,0.563206019019257,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.984194681737664,10.1001/jamanetworkopen.2020.9961,13.0,0.984194681737664,0.5185564710748455,0.6530530439234465,0.6874156852104618,0.11658812229143,0.0609821634969921,False,0.045
695,mask,0.5338368907831192,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.8689243391702853,10.1001/jamanetworkopen.2020.9961,13.0,0.8689243391702853,0.5179648989473038,0.5819156898074775,0.6827309981151166,0.1514236909044487,0.0013364644735436,False,0.016
696,gamma,0.5229891101804975,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.7376693071015232,10.1001/jamanetworkopen.2020.9961,13.0,0.7376693071015232,0.5060788869940369,0.555640398150999,0.5886051185812335,0.0195735182331124,0.0996910295706444,False,0.017
697,fit,0.4790003263920719,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.087617717567602,10.1001/jamanetworkopen.2020.9961,13.0,0.087617717567602,0.4878123673180642,0.4755860663978655,0.4439517026765536,0.0536513814679013,0.0136141247434078,False,-0.009
698,study,0.4827629855554156,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.1099565475610829,10.1001/jamanetworkopen.2020.9961,13.0,0.1099565475610829,0.4889898999231558,0.4799612909520267,0.4532766379508786,0.550413049845708,0.0068040895920889,False,-0.006
699,disposable,0.510528436031108,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.5253623536494746,10.1001/jamanetworkopen.2020.9961,13.0,0.5253623536494746,0.510528436031108,0.5254583858569428,0.6238413036271644,0.000753479181485,0.1875813649297733,False,0.0
700,improvement,0.4895979122607727,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.1718755870180198,10.1001/jamanetworkopen.2020.9961,13.0,0.1718755870180198,0.4896274158938904,0.4879089518612321,0.458325156469809,0.0468959319141222,0.0069204924292063,False,-0.0
701,filtration,0.4900133698902017,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.1806994513924405,10.1001/jamanetworkopen.2020.9961,13.0,0.1806994513924405,0.4876366166456221,0.488392046487288,0.4425599249560425,0.0190368462209651,1.7270477922884395e-16,False,0.002
702,efficiency,0.4935991092047966,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.217909449138524,10.1001/jamanetworkopen.2020.9961,13.0,0.217909449138524,0.4905920592321257,0.4925615484307207,0.4659642117732105,0.0208664778296344,0.0049228646385611,False,0.003
703,irradiation,0.4948114877173012,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.248174667477968,10.1001/jamanetworkopen.2020.9961,13.0,0.248174667477968,0.4904813719186008,0.4939713036082622,0.465087673807429,0.0107055085893563,0.0693974054732493,False,0.004
704,sterilization,0.4954003329294046,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.2599404487107592,10.1001/jamanetworkopen.2020.9961,13.0,0.2599404487107592,0.4936475876950462,0.4946560135218503,0.4901610832843617,0.0048016551719001,2.89609937816256e-17,False,0.002
705,quality,0.5042470179007646,0.0,quality improvement study examines fit filtration efficiency disposable n95 mask sterilization gamma irradiation,0.395431481296516,10.1001/jamanetworkopen.2020.9961,13.0,0.395431481296516,0.5034419194521401,0.5102436521305642,0.5677228504025349,0.0458084129890132,0.1067610849743038,False,0.001
706,include,0.3309284259493952,0.0,virtual issue include main essay,0.0584340097068333,10.1016/j.cosust.2020.08.008,5.0,0.0584340097068333,0.4896985880318811,0.3034078843000773,0.4588887719291423,0.14364336325922,0.0055456123757271,True,-0.159
707,main,0.3344496980830413,0.0,virtual issue include main essay,0.0655224196424424,10.1016/j.cosust.2020.08.008,5.0,0.0655224196424424,0.4890415112055963,0.3075024237287618,0.4536853500885316,0.1536203199602928,0.005371759870127,True,-0.155
708,issue,0.5430542487657628,0.0,virtual issue include main essay,0.582665718361239,10.1016/j.cosust.2020.08.008,5.0,0.582665718361239,0.5077645159967041,0.6042418022325018,0.601953692776489,0.0749855984390701,0.2139383456555851,False,0.035
709,essay,0.4558862837742075,0.0,virtual issue include main essay,0.4548607324918459,10.1016/j.cosust.2020.08.008,5.0,0.4548607324918459,0.4558862837742075,0.4487090301271291,0.1911275674280781,0.0001832076543726,0.1772588739496042,False,0.0
710,virtual,0.3365744303618921,0.0,virtual issue include main essay,0.1789281399668214,10.1016/j.cosust.2020.08.008,5.0,0.1789281399668214,0.4853635045138096,0.3099730649518658,0.4245590446332539,0.0466493554213269,0.006890293046988,True,-0.149
711,virus,0.523880465122693,1.0,influenza virus since time immemorial major respiratory pathogen known infect wide variety animal bird reptile established lineage belong family orthomyxoviridae cause acute respiratory illness often local outbreak seasonal epidemic occasionally pandemic recent study identified new genus within orthomyxoviridae family newly identified pathogen first identified pig influenza-like illness classified influenza virus idv distantly related previously characterized human influenza c virus several back-to-back study soon suggested cattle natural reservoir possible involvement idv bovine respiratory disease complex established much known likelihood cause disease human definitely pose potential threat emerging pathogen review evolution epidemiology virology pathobiology influenza virus possibility transmission among various host potential cause human disease,0.9539542305178792,10.3390/jcm8020192,103.0,0.9539542305178792,0.5174777710965396,0.5577994214511173,0.6788734100882068,1.0,0.0422530263233388,False,0.006
